ticker,date,title,news_direction,news_severity,news_category,is_material,confidence_score,sasb_industry
373220,2023-01-02,새해엔 기업 쪼개거나 합칠 때 ‘동학 개미’ 보호받는다,neutral,0.9999159574508667,산업·사업동향,0,0.95,Extractives & Minerals Processing
000270,2026-07-23,아틀라스가 들어올린 ‘사익편취’ 정의선 ‘보스턴 다이내믹스 지분’ 시험대,neutral,0.9999233484268188,산업·사업동향,0,0.95,Transportation
000270,2026-07-22,원-달러 환율 1400원 후반대로 하락 정부 “하반기는 더 개선될 것”,neutral,0.9951440095901489,산업·사업동향,0,0.95,Transportation
000270,2026-07-21,"[사진] 정의선, 가나 아샨티 왕국 국왕 접견",neutral,0.999819815158844,산업·사업동향,0,0.95,Transportation
000270,2026-07-20,日완성차 1 2위 美공장 늘린다 미국 땅서 불붙는 한 일 車경쟁,neutral,0.9788389801979065,산업·사업동향,0,0.95,Transportation
000270,2026-07-19,"관세 현지화 파고에 한국 자동차 부품사, 북미 공급망 문 ‘똑똑’",neutral,0.8863689303398132,산업·사업동향,0,0.95,Transportation
000270,2026-07-17,현대차 4시간 2차 부분파업 예고 임단협 길어지나,negative,0.9971067309379578,ESG,1,0.2711183726787567,Transportation
000270,2026-07-16,"‘내연기관-전기차 사이’ PHEV 국산차 빈자리, 중국차까지 치고든다",neutral,0.9998812675476074,기타,0,0.4733201861381531,Transportation
000270,2026-07-15,전기차 캐즘 끝났다 상반기 국내 자동차시장 지각변동,neutral,0.9998841285705566,문화·마케팅,0,0.95,Transportation
000270,2026-07-14,CPTPP 경제벨트 합류땐  한국 멕시코 'FTA 효과',positive,0.9747929573059082,산업·사업동향,0,0.95,Transportation
373220,2023-01-09,"달러당 원화 가치 7개월 만에 1240원대 “환율, 금리가 관건”",neutral,0.9998408555984497,기타,0,0.2397577464580536,Extractives & Minerals Processing
373220,2023-01-08,막오른 실적시즌  그래도 믿을건 車 배터리株,positive,0.9978614449501038,실적·재무,1,0.95,Extractives & Minerals Processing
373220,2023-01-10,"복합위기 돌파 미션 받은 새 경영진 면면 살펴보니 삼성 LG 非오너가 첫 여성 CEO 등장, 순혈주의 깨고 70년대생 대거 발탁",neutral,0.9111844301223755,산업·사업동향,0,0.34545958042144775,Extractives & Minerals Processing
373220,2023-01-13,"'반값'된 지주사, 올해가 투자 적기 배당 주가 두마리 토끼 잡아볼까",positive,0.9959803819656372,실적·재무,1,0.95,Extractives & Minerals Processing
373220,2023-01-12,"LG 계열사 8곳, 협력사에 납품대금 1.2조 조기 지급",positive,0.9996115565299988,산업·사업동향,0,0.95,Extractives & Minerals Processing
373220,2023-01-11,[MK시그널] 2차전지 사업 진출 율촌화학 주목,positive,0.9998775720596313,산업·사업동향,0,0.7345322370529175,Extractives & Minerals Processing
373220,2023-01-16,한 미 전기차 동맹의 현장 휴일도 없이 철골작업 한창,neutral,0.9998519420623779,산업·사업동향,0,0.2948441505432129,Extractives & Minerals Processing
373220,2023-01-15,車배터리 핵심부품 집중 美공장 2년 후 양산 목표,positive,0.999727189540863,실적·재무,1,0.95,Extractives & Minerals Processing
000270,2026-07-02,[iR52 장영실상] “10만km 달려도 멀쩡” 고품질 하이브리드 변속기어 국산화,positive,0.997654378414154,실적·재무,1,0.95,Transportation
000270,2026-07-03,코스피 또 역대급 ‘롤러코스피’ 장중 변동폭 역대 2위,neutral,0.9993323683738708,ESG,1,0.95,Transportation
000270,2026-07-06,"전기 하이브리드카 '쇼룸' 깨고 링 위로 韓 中, 진검승부",neutral,0.7686288952827454,문화·마케팅,0,0.95,Transportation
000270,2026-07-05,"냉장고 실은 기아 PBV, 슈퍼 사라진 농촌마을 간다",neutral,0.9999202489852905,ESG,1,0.95,Transportation
000270,2026-07-04,"못생겨서 못사겠다? ‘벤츠급’ 신형 그랜저, 확 바뀌더니 결국 1위 [세상만車]",negative,0.7457903027534485,산업·사업동향,0,0.95,Transportation
000270,2026-07-07,대기업 인사팀 초비상  하이닉스 대규모 채용에 인재 유출 우려,negative,0.9854891896247864,산업·사업동향,0,0.95,Transportation
000270,2026-06-28,6월29일 궂긴 소식,neutral,0.9999040365219116,기타,0,0.30277693271636963,Transportation
000270,2026-06-26,"현대차, 8세대 아반떼 공개  AI도 품었다",positive,0.996178150177002,문화·마케팅,0,0.95,Transportation
000270,2026-06-30,AI 손 빌려 ‘중고차 불신’ 씻어낸다,neutral,0.9999154806137085,기타,0,0.4205437898635864,Transportation
000270,2026-06-29,"서강대 화공생명공학과 박제영 교수 공동연구팀,폐 PET를 고성능 엔지니어링 플라스틱 PBT로 전환하는저온 업사이클링 기술 개발",neutral,0.9998605251312256,ESG,1,0.95,Transportation
000270,2026-07-01,원유 빨간불 꺼졌다 차량 부제 오늘부터 전면 해제,neutral,0.7879072427749634,산업·사업동향,0,0.3466382622718811,Transportation
000270,2026-06-20,"매경이 전하는 세상의 지식 (매-세-지, 6월 20일)",neutral,0.99989914894104,ESG,1,0.95,Transportation
000270,2026-06-19,[단독] 보스턴다이내믹스 100% 현대車 품에,neutral,0.8695904016494751,산업·사업동향,0,0.95,Transportation
000270,2026-06-24,"[대한민국 플래티넘 콜센터] 사람 중심의 소통, AI 기술 발전할수록 더 빛나",neutral,0.999886155128479,산업·사업동향,0,0.793480396270752,Transportation
000270,2026-06-23,"콜로세움, 중기부 ‘유니콘브릿지’ 최종 선정",positive,0.9997777342796326,산업·사업동향,0,0.3992403745651245,Transportation
000270,2026-06-22,고정관념 깬 파격 외관 실내서 드러난 반전매력,neutral,0.997786283493042,기타,0,0.24262236058712006,Transportation
000270,2026-06-21,[장경덕칼럼] 자카르타에서 한국을 본다,neutral,0.9993541836738586,기타,0,0.5656874179840088,Transportation
000270,2026-06-25,"전북대, ‘THE 세계대학 영향력 평가’ 세계 49위 도약",neutral,0.999451220035553,ESG,1,0.45836544036865234,Transportation
000270,2026-06-15,"“이제부턴 꽃길” 코스피, 종전 합의 소식에 8400선 상승 출발 코스닥도 ↑",neutral,0.9998867511749268,기타,0,0.2917885482311249,Transportation
000270,2026-06-14,"신한은행, N페이비즈 올리브영 11번가  기업들과 전방위 금융 협업",neutral,0.9989827275276184,산업·사업동향,0,0.24253007769584656,Transportation
000270,2026-06-13,"“기름값 얼마나 한다고, 마음껏 밟아” 다시 뜨는 경차의 이유있는 자신감 [Car]",neutral,0.9809949994087219,산업·사업동향,0,0.25509992241859436,Transportation
000270,2026-06-12,"기아, 장애인 위한 '숲속 콘서트'",neutral,0.9945589900016785,ESG,1,0.95,Transportation
000270,2026-06-16,‘9000피’ 재도전 종전 훈풍에 코스피 8700선 회복,neutral,0.9999111890792847,문화·마케팅,0,0.22544410824775696,Transportation
000270,2026-06-17,"“미국 신차, 가격 보면 못 산다” 현대차그룹 ‘가성비’ 하이브리드 불티",positive,0.6427773237228394,기타,0,0.4049655795097351,Transportation
000270,2026-06-18,“2년 내 버스 공급 끊기나” 기아 버스 철수에 전세버스 업계 ‘발 동동’,negative,0.9994726777076721,산업·사업동향,0,0.95,Transportation
000270,2026-06-10,"“외국인 기관 6조원 팔았다” 코스피, 4.5% 급락 7730선 마감",neutral,0.5980933904647827,기타,0,0.29589569568634033,Transportation
000270,2026-06-09,"‘급락 하루만에 급등’ 코스피, 8000선 회복 기관 2.5조원 순매수",neutral,0.9929397106170654,기타,0,0.3770506978034973,Transportation
000270,2026-06-11,"‘급락’ 코스피 강보합 마감 코스닥은 질주, 4.8% 급등해 ‘천스닥’ 눈앞",neutral,0.9978728294372559,기타,0,0.2283896505832672,Transportation
000270,2026-06-03,"기아, 미 현대차그룹 공장서 ‘스포티지 하브’ 생산 시작",positive,0.9998528957366943,산업·사업동향,0,0.95,Transportation
000270,2026-06-02,[Up&Down] BYD 전기車 약진 韓 진출 11개월 만에 1만 대 클럽,positive,0.9998683929443359,산업·사업동향,0,0.7342619299888611,Transportation
